id,day,session_block,sequence,presenter,title,role,source_file,start,end,output_vtt,output_txt,notes,divergence
2026-03-04-Stage-2-Morning-Agent-Recon-IDE-Attacks-Capability-Auth-04-Niki-Aimable-Niyikiza-Capability-Based-Authorization-for-A,2026-03-04,Stage 2 Morning Agent Recon IDE Attacks Capability Auth,4,Niki Aimable Niyikiza,Capability-Based Authorization for AI Agents,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T154833Z__89954966102__dr-at-secwest.net__Stage-2-Morning-Agent-Recon-IDE-Attacks-Capability-Auth__audio_transcript__edd74662-a38d-423d-8fdf-09a855eaff50.vtt,00:47:12.095,01:15:49.545,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-2-Morning-Agent-Recon-IDE__04__Niki-Aimable-Niyikiza__Capability-Based-Authorization-for-AI-Agents__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-2-Morning-Agent-Recon-IDE__04__Niki-Aimable-Niyikiza__Capability-Based-Authorization-for-AI-Agents__presenter.txt,,
2026-03-04-Stage-2-Morning-Agent-Recon-IDE-Attacks-Capability-Auth-05-Gadi-Evron-Host-intro-for-surprise-lightning-talk,2026-03-04,Stage 2 Morning Agent Recon IDE Attacks Capability Auth,5,Gadi Evron,Host intro for surprise lightning talk,host,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T154833Z__89954966102__dr-at-secwest.net__Stage-2-Morning-Agent-Recon-IDE-Attacks-Capability-Auth__audio_transcript__edd74662-a38d-423d-8fdf-09a855eaff50.vtt,01:15:49.545,01:16:24.255,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-2-Morning-Agent-Recon-IDE__05__Gadi-Evron__Host-intro-for-surprise-lightning-talk__host.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-2-Morning-Agent-Recon-IDE__05__Gadi-Evron__Host-intro-for-surprise-lightning-talk__host.txt,,
2026-03-04-Stage-2-Morning-Agent-Recon-IDE-Attacks-Capability-Auth-06-Jackson-Are-You-Thinking-What-I-m-Thinking,2026-03-04,Stage 2 Morning Agent Recon IDE Attacks Capability Auth,6,Jackson,Are You Thinking What I'm Thinking?,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T154833Z__89954966102__dr-at-secwest.net__Stage-2-Morning-Agent-Recon-IDE-Attacks-Capability-Auth__audio_transcript__edd74662-a38d-423d-8fdf-09a855eaff50.vtt,01:16:24.255,01:21:49.905,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-2-Morning-Agent-Recon-IDE__06__Jackson__Are-You-Thinking-What-I-m-Thinking__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-2-Morning-Agent-Recon-IDE__06__Jackson__Are-You-Thinking-What-I-m-Thinking__presenter.txt,,This lightning talk was explicitly described as a surprise addition that was not on the schedule.
2026-03-04-Stage-2-Morning-Agent-Recon-IDE-Attacks-Capability-Auth-07-Xenia-Mountrouidou-Traditional-ML-vs-LLMs-Who-Can-Classify,2026-03-04,Stage 2 Morning Agent Recon IDE Attacks Capability Auth,7,Xenia Mountrouidou,Traditional ML vs LLMs: Who Can Classify Better?,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T154833Z__89954966102__dr-at-secwest.net__Stage-2-Morning-Agent-Recon-IDE-Attacks-Capability-Auth__audio_transcript__edd74662-a38d-423d-8fdf-09a855eaff50.vtt,01:21:49.905,01:29:19.785,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-2-Morning-Agent-Recon-IDE__07__Xenia-Mountrouidou__Traditional-ML-vs-LLMs-Who-Can-Classify-Better__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-2-Morning-Agent-Recon-IDE__07__Xenia-Mountrouidou__Traditional-ML-vs-LLMs-Who-Can-Classify-Better__presenter.txt,,Xenia's talk appears in the morning file instead of the final late-afternoon block listed publicly.
2026-03-04-Stage-2-Late-Morning-Secure-Coding-Prompt-Injection-Policy-Enforcement-01-Srajan-Gupta-Injecting-Security-Context-Dur,2026-03-04,Stage 2 Late Morning Secure Coding Prompt Injection Policy Enforcement,1,Srajan Gupta,Injecting Security Context During Vibe Coding,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T185503Z__89375426759__dr-at-secwest.net__Stage-2-Late-Morning-Secure-Coding-Prompt-Injection-Policy-Enforcement__audio_transcript__1974b177-b9d2-4ab2-9c85-24f4835ae7bc.vtt,00:01:33.891,00:25:35.731,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-2-Late-Morning-Secure-Codi__01__Srajan-Gupta__Injecting-Security-Context-During-Vibe-Coding__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-2-Late-Morning-Secure-Codi__01__Srajan-Gupta__Injecting-Security-Context-During-Vibe-Coding__presenter.txt,,
2026-03-04-Stage-2-Late-Morning-Secure-Coding-Prompt-Injection-Policy-Enforcement-02-Justice-Cassell-and-Scott-Behrens-Source-to,2026-03-04,Stage 2 Late Morning Secure Coding Prompt Injection Policy Enforcement,2,Justice Cassell and Scott Behrens,Source to Sink: LLM First-Party Vuln Discovery,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T185503Z__89375426759__dr-at-secwest.net__Stage-2-Late-Morning-Secure-Coding-Prompt-Injection-Policy-Enforcement__audio_transcript__1974b177-b9d2-4ab2-9c85-24f4835ae7bc.vtt,00:25:35.731,00:53:19.141,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-2-Late-Morning-Secure-Codi__02__Justice-Cassell-and-Scott-Behrens__Source-to-Sink-LLM-First-Party-Vuln-Discovery__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-2-Late-Morning-Secure-Codi__02__Justice-Cassell-and-Scott-Behrens__Source-to-Sink-LLM-First-Party-Vuln-Discovery__presenter.txt,Justice Cassell is the clearly audible co-speaker alongside Scott Behrens.,
2026-03-04-Stage-2-Late-Morning-Secure-Coding-Prompt-Injection-Policy-Enforcement-03-Joey-Melo-The-Parseltongue-Protocol-100-Tex,2026-03-04,Stage 2 Late Morning Secure Coding Prompt Injection Policy Enforcement,3,Joey Melo,The Parseltongue Protocol: 100+ Textual Obfuscation Methods,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T185503Z__89375426759__dr-at-secwest.net__Stage-2-Late-Morning-Secure-Coding-Prompt-Injection-Policy-Enforcement__audio_transcript__1974b177-b9d2-4ab2-9c85-24f4835ae7bc.vtt,00:53:19.141,01:12:32.501,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-2-Late-Morning-Secure-Codi__03__Joey-Melo__The-Parseltongue-Protocol-100-Textual-Obfuscatio__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-2-Late-Morning-Secure-Codi__03__Joey-Melo__The-Parseltongue-Protocol-100-Textual-Obfuscatio__presenter.txt,,
2026-03-04-Stage-2-Late-Morning-Secure-Coding-Prompt-Injection-Policy-Enforcement-04-Jenny-Guanni-Qu-Why-Most-ML-Vulnerability-D,2026-03-04,Stage 2 Late Morning Secure Coding Prompt Injection Policy Enforcement,4,Jenny Guanni Qu,Why Most ML Vulnerability Detection Fails,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T185503Z__89375426759__dr-at-secwest.net__Stage-2-Late-Morning-Secure-Coding-Prompt-Injection-Policy-Enforcement__audio_transcript__1974b177-b9d2-4ab2-9c85-24f4835ae7bc.vtt,01:12:32.501,01:25:19.671,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-2-Late-Morning-Secure-Codi__04__Jenny-Guanni-Qu__Why-Most-ML-Vulnerability-Detection-Fails__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-2-Late-Morning-Secure-Codi__04__Jenny-Guanni-Qu__Why-Most-ML-Vulnerability-Detection-Fails__presenter.txt,,Jenny's talk appears here rather than in the final late-afternoon block.
2026-03-04-Stage-2-Early-Afternoon-SOC-Automation-AI-Guarantees-Threat-Hunting-01-Millie-and-Matt-Rittinghouse-1.8M-Prompts-30-A,2026-03-04,Stage 2 Early Afternoon SOC Automation AI Guarantees Threat Hunting,1,Millie and Matt Rittinghouse,"1.8M Prompts, 30 Alerts: Hunting Abuse in Agent Ecosystem",presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T211531Z__87174872040__dr-at-secwest.net__Stage-2-Early-Afternoon-SOC-Automation-AI-Guarantees-Threat-Hunting__audio_transcript__2ed64979-9011-443c-bec1-8a9dc2da9ea7.vtt,00:00:01.771,00:21:47.701,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-2-Early-Afternoon-SOC-Auto__01__Millie-and-Matt-Rittinghouse__1.8M-Prompts-30-Alerts-Hunting-Abuse-in-Agent-Ec__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-2-Early-Afternoon-SOC-Auto__01__Millie-and-Matt-Rittinghouse__1.8M-Prompts-30-Alerts-Hunting-Abuse-in-Agent-Ec__presenter.txt,,This talk appears at the start of the early-afternoon file rather than in the public late-morning slot.
2026-03-04-Stage-2-Early-Afternoon-SOC-Automation-AI-Guarantees-Threat-Hunting-02-Gadi-Evron-Transition-to-Ilia-Shumailov,2026-03-04,Stage 2 Early Afternoon SOC Automation AI Guarantees Threat Hunting,2,Gadi Evron,Transition to Ilia Shumailov,host,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T211531Z__87174872040__dr-at-secwest.net__Stage-2-Early-Afternoon-SOC-Automation-AI-Guarantees-Threat-Hunting__audio_transcript__2ed64979-9011-443c-bec1-8a9dc2da9ea7.vtt,00:21:47.701,00:24:14.601,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-2-Early-Afternoon-SOC-Auto__02__Gadi-Evron__Transition-to-Ilia-Shumailov__host.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-2-Early-Afternoon-SOC-Auto__02__Gadi-Evron__Transition-to-Ilia-Shumailov__host.txt,,
2026-03-04-Stage-2-Early-Afternoon-SOC-Automation-AI-Guarantees-Threat-Hunting-03-Ilia-Shumailov-AI-Security-with-Guarantees,2026-03-04,Stage 2 Early Afternoon SOC Automation AI Guarantees Threat Hunting,3,Ilia Shumailov,AI Security with Guarantees,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T211531Z__87174872040__dr-at-secwest.net__Stage-2-Early-Afternoon-SOC-Automation-AI-Guarantees-Threat-Hunting__audio_transcript__2ed64979-9011-443c-bec1-8a9dc2da9ea7.vtt,00:24:14.601,00:49:42.451,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-2-Early-Afternoon-SOC-Auto__03__Ilia-Shumailov__AI-Security-with-Guarantees__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-2-Early-Afternoon-SOC-Auto__03__Ilia-Shumailov__AI-Security-with-Guarantees__presenter.txt,,
2026-03-04-Stage-2-Early-Afternoon-SOC-Automation-AI-Guarantees-Threat-Hunting-04-Dongdong-Sun-From-OSINT-Chaos-to-Knowledge-Gra,2026-03-04,Stage 2 Early Afternoon SOC Automation AI Guarantees Threat Hunting,4,Dongdong Sun,From OSINT Chaos to Knowledge Graph,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T211531Z__87174872040__dr-at-secwest.net__Stage-2-Early-Afternoon-SOC-Automation-AI-Guarantees-Threat-Hunting__audio_transcript__2ed64979-9011-443c-bec1-8a9dc2da9ea7.vtt,00:49:42.451,01:16:31.641,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-2-Early-Afternoon-SOC-Auto__04__Dongdong-Sun__From-OSINT-Chaos-to-Knowledge-Graph__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-2-Early-Afternoon-SOC-Auto__04__Dongdong-Sun__From-OSINT-Chaos-to-Knowledge-Graph__presenter.txt,,
2026-03-04-Stage-2-Late-Afternoon-Agentic-SOC-AI-Incidents-Vuln-Discovery-01-Peter-Smith-and-RK-Beyond-the-Chatbot-Delivering-an,2026-03-04,Stage 2 Late Afternoon Agentic SOC AI Incidents Vuln Discovery,1,Peter Smith and RK,Beyond the Chatbot: Delivering an Agentic SOC,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T224923Z__82468242121__dr-at-secwest.net__Stage-2-Late-Afternoon-Agentic-SOC-AI-Incidents-Vuln-Discovery__audio_transcript__eecef481-bd16-4ef1-a5a2-9bacf436d57e.vtt,00:00:11.266,00:26:00.306,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-2-Late-Afternoon-Agentic-S__01__Peter-Smith-and-RK__Beyond-the-Chatbot-Delivering-an-Agentic-SOC__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-2-Late-Afternoon-Agentic-S__01__Peter-Smith-and-RK__Beyond-the-Chatbot-Delivering-an-Agentic-SOC__presenter.txt,,
2026-03-04-Stage-2-Late-Afternoon-Agentic-SOC-AI-Incidents-Vuln-Discovery-02-Akash-Mukherjee-Are-Your-LLM-s-Safety-Mechanisms-In,2026-03-04,Stage 2 Late Afternoon Agentic SOC AI Incidents Vuln Discovery,2,Akash Mukherjee,Are Your LLM's Safety Mechanisms Intact?,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T224923Z__82468242121__dr-at-secwest.net__Stage-2-Late-Afternoon-Agentic-SOC-AI-Incidents-Vuln-Discovery__audio_transcript__eecef481-bd16-4ef1-a5a2-9bacf436d57e.vtt,00:26:14.996,00:50:59.166,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-2-Late-Afternoon-Agentic-S__02__Akash-Mukherjee__Are-Your-LLM-s-Safety-Mechanisms-Intact__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-2-Late-Afternoon-Agentic-S__02__Akash-Mukherjee__Are-Your-LLM-s-Safety-Mechanisms-Intact__presenter.txt,,
2026-03-04-Stage-2-Late-Afternoon-Agentic-SOC-AI-Incidents-Vuln-Discovery-03-Gadi-Evron-Host-intro-for-lightning-talk,2026-03-04,Stage 2 Late Afternoon Agentic SOC AI Incidents Vuln Discovery,3,Gadi Evron,Host intro for lightning talk,host,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T224923Z__82468242121__dr-at-secwest.net__Stage-2-Late-Afternoon-Agentic-SOC-AI-Incidents-Vuln-Discovery__audio_transcript__eecef481-bd16-4ef1-a5a2-9bacf436d57e.vtt,00:50:59.166,00:51:16.466,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-2-Late-Afternoon-Agentic-S__03__Gadi-Evron__Host-intro-for-lightning-talk__host.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-2-Late-Afternoon-Agentic-S__03__Gadi-Evron__Host-intro-for-lightning-talk__host.txt,Speaker attribution is inferred from the transcript analysis.,
2026-03-04-Stage-2-Late-Afternoon-Agentic-SOC-AI-Incidents-Vuln-Discovery-04-Yerna-and-Gosha-Jean-Claude-Van-CTF,2026-03-04,Stage 2 Late Afternoon Agentic SOC AI Incidents Vuln Discovery,4,Yerna and Gosha,Jean-Claude Van CTF,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T224923Z__82468242121__dr-at-secwest.net__Stage-2-Late-Afternoon-Agentic-SOC-AI-Incidents-Vuln-Discovery__audio_transcript__eecef481-bd16-4ef1-a5a2-9bacf436d57e.vtt,00:51:16.466,01:01:24.176,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-2-Late-Afternoon-Agentic-S__04__Yerna-and-Gosha__Jean-Claude-Van-CTF__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-2-Late-Afternoon-Agentic-S__04__Yerna-and-Gosha__Jean-Claude-Van-CTF__presenter.txt,,This extra lightning talk appears instead of one of the published late-afternoon talks.
2026-03-04-Stage-2-Late-Afternoon-Agentic-SOC-AI-Incidents-Vuln-Discovery-05-Gadi-Evron-Open-mic-filler-before-final-lightning-t,2026-03-04,Stage 2 Late Afternoon Agentic SOC AI Incidents Vuln Discovery,5,Gadi Evron,Open-mic filler before final lightning talk,host,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T224923Z__82468242121__dr-at-secwest.net__Stage-2-Late-Afternoon-Agentic-SOC-AI-Incidents-Vuln-Discovery__audio_transcript__eecef481-bd16-4ef1-a5a2-9bacf436d57e.vtt,01:01:24.176,01:03:15.556,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-2-Late-Afternoon-Agentic-S__05__Gadi-Evron__Open-mic-filler-before-final-lightning-talk__host.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-2-Late-Afternoon-Agentic-S__05__Gadi-Evron__Open-mic-filler-before-final-lightning-talk__host.txt,Speaker attribution is inferred from the transcript analysis.,
2026-03-04-Stage-2-Late-Afternoon-Agentic-SOC-AI-Incidents-Vuln-Discovery-06-Unidentified-Reversek-Spiky-presenter-Effort-Is-All,2026-03-04,Stage 2 Late Afternoon Agentic SOC AI Incidents Vuln Discovery,6,Unidentified Reversek / Spiky presenter,Effort Is All You Need: Testing LLM Applications for Prompt Injection with Spiky,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T224923Z__82468242121__dr-at-secwest.net__Stage-2-Late-Afternoon-Agentic-SOC-AI-Incidents-Vuln-Discovery__audio_transcript__eecef481-bd16-4ef1-a5a2-9bacf436d57e.vtt,01:03:15.556,01:18:24.536,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-2-Late-Afternoon-Agentic-S__06__Unidentified-Reversek-Spiky-presenter__Effort-Is-All-You-Need-Testing-LLM-Applications__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-2-Late-Afternoon-Agentic-S__06__Unidentified-Reversek-Spiky-presenter__Effort-Is-All-You-Need-Testing-LLM-Applications__presenter.txt,The transcript names the tool and organization but not the speaker cleanly.,This extra lightning talk appears instead of one of the published late-afternoon talks.
2026-03-03-Lunch-Chat-Ken-Huang-Agentic-AI-01-Ken-Huang-Lunch-chat-on-agentic-AI-identity-governance-and-deployment-security,2026-03-03,Lunch Chat Ken Huang Agentic AI,1,Ken Huang,"Lunch chat on agentic AI identity, governance, and deployment security",discussion,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-03T202810Z__88690394827__dr-at-secwest.net__Lunch-Chat-Ken-Huang-Fellow-Cloud-Security-Alliance-Agentic-AI__audio_transcript__571a435b-b38d-4afb-995d-236b8b506b3b.vtt,00:02:43.000,01:03:53.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-03__Lunch-Chat-Ken-Huang-Agentic-AI__01__Ken-Huang__Lunch-chat-on-agentic-AI-identity-governance-and__discussion.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-03__Lunch-Chat-Ken-Huang-Agentic-AI__01__Ken-Huang__Lunch-chat-on-agentic-AI-identity-governance-and__discussion.txt,Open discussion led by Ken Huang; brief unrelated carry-over lines at the very start are excluded.,
2026-03-04-Birds-of-a-Feather-Agentic-Identity-Architecture-01-Rich-Mogull-Birds-of-a-Feather-agentic-identity-architecture,2026-03-04,Birds of a Feather Agentic Identity Architecture,1,Rich Mogull,Birds of a Feather: agentic identity architecture,discussion,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T205738Z__88923818522__dr-at-secwest.net__Birds-of-a-Feather-Agentic-Identity-Architecture-Chris-Cochran__audio_transcript__368ad121-2680-42f1-afac-eda5e0f934a9.vtt,00:00:02.000,00:30:28.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Birds-of-a-Feather-Agentic-Ident__01__Rich-Mogull__Birds-of-a-Feather-agentic-identity-architecture__discussion.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Birds-of-a-Feather-Agentic-Ident__01__Rich-Mogull__Birds-of-a-Feather-agentic-identity-architecture__discussion.txt,"The file topic matches, but Rich Mogull is the clearly audible lead rather than Chris Cochran.","The recording title names Chris Cochran, but the transcript is led by Rich Mogull."
